gutenberg_id,goodreads_id,goodreads_title,goodreads_author,goodreads_description,goodreads_average_rating,goodreads_rating_dist,goodreads_ratings_count,goodreads_text_reviews_count,goodreads_num_pages,goodreads_publisher,goodreads_language_code,goodreads_image_url,goodreads_small_image_url,goodreads_isbn,goodreads_isbn_13,goodreads_link
30015,12241295,Stopover Planet,Robert E. Gilbert,"This work has been previously published and carefully edited by humans to be read digitally on your eReader. Please enjoy this historical and classic work. All of our titles are only 99 cents and are formatted to work with the Nook. Also, if it is an illustrated work, you will be able to see all of the original images. This makes them the best quality classic works available for the lowest price. So enjoy this classic work as if it were the original book!",2.78,5:0|4:1|3:5|2:3|1:0|total:9,7,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,2940012116154,https://www.goodreads.com/book/show/12241295-stopover-planet
30016,22056343,"Medical Investigation in Seventeenth Century England Papers Read at a Clark Library Seminar, October 14, 1967",Charles W. Bodemer,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/22056343-medical-investigation-in-seventeenth-century-england-papers-read-at-a-cl
30017,34898,"My Father's Dragon (My Father's Dragon, #1)",Ruth Stiles Gannett,"Elmer Elevator (narrator's father as a boy) runs away with an old alley cat to rescue a flying baby dragon being exploited on a faraway island. With the help of two dozen pink lollipops, rubber bands, chewing gum, and a fine-toothed comb, Elmer disarms the fiercest of beasts on Wild Island.",4.10,5:13852|4:10287|3:5949|2:1427|1:629|total:32144,30525,1493,96,Yearling,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0440421217,9780440421214,https://www.goodreads.com/book/show/34898.My_Father_s_Dragon
30018,29431822,"Punch, or the London Charivari, Vol. 98, February 22nd, 1890",Various,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/29431822-punch-or-the-london-charivari-vol-98-february-22nd-1890
30019,13481426,Navy Day,Harry Harrison,"<b>The Army had a new theme song: ""Anything you can do, we can do better!"" And they meant <u>anything</u>, including up-to-date hornpipes! </b><br /> <i>Science Fiction</i><br />Play Duration: 00:12:30<br />Public Domain stories from Project Gutenberg, that are read by volunteers. <br />First published in <i>If Worlds of Science Fiction</i><br /><u>Free download from LibriVox.org</u> <br />Down load file sizes<br />[mp3@64kbps - 6.0MB]<br />[mp3@128kbps - 12.0MB]<br />[ogg vorbis - 8.16MB]",3.13,5:13|4:21|3:31|2:21|1:7|total:93,57,8,6,LibriVox.org,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329017909l/13481426._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329017909l/13481426._SX50_.jpg,,,https://www.goodreads.com/book/show/13481426-navy-day
30020,19227158,The Matsuyama Mirror,Anonymous,This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.,3.23,5:3|4:3|3:3|2:2|1:2|total:13,13,2,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19227158-the-matsuyama-mirror
30021,19188708,"Correspondance inédite de Hector Berlioz, 1819-1868 (French Edition)",Hector Berlioz,,3.50,5:0|4:1|3:1|2:0|1:0|total:2,2,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/19188708-correspondance-in-dite-de-hector-berlioz-1819-1868
30022,8131088,Graham of Claverhouse,Ian Maclaren,"Ian Maclaren, pseudonym of Rev. John Watson, (1850- 1907) was a Scottish author and theologian. In 1874 he entered the ministry of the Free Church of Scotland and became assistant minister of Edinburgh Barclay Church. Subsequently he was minister at Logiealmond in Perthshire and at Glasgow, and in 1880 he became minister of Sefton Park Presbyterian Church, Liverpool, from which he retired in 1905. In 1896 he was Lyman Beecher lecturer at Yale University, and in 1900 he was moderator of the synod of the English Presbyterian Church. While travelling in the United States he died at Mount Pleasant, Iowa. His first sketches of rural Scottish life, Beside the Bonnie Brier Bush (1894), achieved extraordinary popularity and were followed by other successful books, The Days of Auld Lang Syne (1895), Kate Carnegie and Those Ministers (1896), and Afterwards and Other Stories (1898). Under his own name Watson published several volumes of sermons, among them being The Upper Room (1895), The Mind of the Master (1896) and The Potter's Wheel (1897).",3.00,5:0|4:0|3:1|2:0|1:0|total:1,0,0,186,Dodo Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1409992845,9781409992844,https://www.goodreads.com/book/show/8131088-graham-of-claverhouse
30023,4894314,The Daughter of the Storage and Other Things in Prose and Verse,William Dean Howells,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418767537l/4894314._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418767537l/4894314._SX50_.jpg,0548399050,9780548399057,https://www.goodreads.com/book/show/4894314-the-daughter-of-the-storage-and-other-things-in-prose-and-verse
30024,27637840,The Fisher-Boy Urashima,Eitaku,"Long, long ago there lived on the coast of the sea of Japan a young fisherman named Urashima, a kindly lad and clever with his rod and line.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,26,Createspace,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1507893329,9781507893326,https://www.goodreads.com/book/show/27637840-the-fisher-boy-urashima
30025,22092658,"Rugs: Oriental and Occidental, Antique & Modern A Handbook for Ready Reference",Rosa Belle Holt,"Excerpt from Rugs, Oriental and Occidental, Antique and Modern: A Handbook for Ready Reference<br /><br />N the house beautiful, rugs impart richness and represent refinement. Their manufacture was one of the earliest incentives for the blending of colors in such harmony as to please the eye and satisfy the mind; consequently, it is one of the most important of the industrial arts. Since the days when ancient peoples first lay down to sleep wrapped in the skins of animals, the human intelligence has quickened, and as the race has become more civilized, rugs have gradually taken the place of skins. Thus began the industry of rug-weaving, and it has grown to such an extent that it is now of world-wide importance. The word Rug is used in this volume in the follow ing sense A covering for the ﬂoor; a mat, usually oblong or square, and woven in one piece. Rugs.",3.00,5:1|4:0|3:0|2:0|1:1|total:2,2,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/22092658-rugs
30026,11343719,"A Story of One Short Life, 1783 to 1818",Elisabeth G. Stryker,,3.67,5:1|4:1|3:0|2:1|1:0|total:3,2,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/11343719-a-story-of-one-short-life-1783-to-1818
30027,48144654,Sult,Knut Hamsun,,4.00,5:2|4:0|3:2|2:0|1:0|total:4,3,0,203,Gyldendal,nor,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/48144654-sult
30028,25212261,"The Award of Justice Or, Told in the Rockies A Pen Picture of the West",Anna Maynard Barbour,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/25212261-the-award-of-justice-or-told-in-the-rockies-a-pen-picture-of-the-west
30029,294304,Lost in Translation,Nicole Mones,"A novel of searing intelligence and startling originality, <i>Lost in Translation</i> heralds the debut of a unique new voice on the literary landscape.  Nicole Mones creates an unforgettable story of love and desire, of family ties and human conflict, and of one woman's struggle to lose herself in a foreign land--only to discover her home, her heart, herself.<br /><br />At dawn in Beijing, Alice Mannegan pedals a bicycle through the deserted streets.  An American by birth, a translator by profession, she spends her nights in Beijing's smoke-filled bars, and the Chinese men she so desires never misunderstand her intentions.  All around her rushes the air of China, the scent of history and change, of a world where she has come to escape her father's love and her own pain.  It is a world in which, each night as she slips from her hotel, she hopes to lose herself forever.<br /><br />For Alice, it began with a phone call from an American archaeologist seeking a translator.  And it ended in an intoxicating journey of the heart--one that would plunge her into a nation's past, and into some of the most rarely glimpsed regions of China.  Hired by an archaeologist searching for the bones of Peking Man, Alice joins an expedition that penetrates a vast, uncharted land and brings Professor Lin Shiyang into her life.  As they draw closer to unearthing the secret of Peking Man, as the group's every move is followed, their every whisper recorded, Alice and Lin find shelter in each other, slowly putting to rest the ghosts of their pasts.  What happens between them becomes one of the most breathtakingly erotic love stories in recent fiction.  Indeed, <i>Lost in Translation</i> is a novel about love--between a nation and its past, between a man and a memory, between a father and a daughter.  Its powerful impact confirms the extraordinary gifts of a master storyteller, Nicole Mones.",3.65,5:360|4:785|3:634|2:147|1:43|total:1969,1800,238,384,Delta,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320424335l/294304._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320424335l/294304._SY75_.jpg,0385319444,9780385319447,https://www.goodreads.com/book/show/294304.Lost_in_Translation
30030,20835525,I Coniugi Varedo (Italian),Enrico Castelnuovo,"Buona sera, Gustavodisse la signora Valeria Inverigo, alzando gli occhi dal suo ricamo e tendendo la mano a un uomo di mezza eta, di statura giusta, d'aspetto simpatico, ch'era entrato senza farsi annunziare. Buona Sera, Valeria. Come va? Erano fratello e sorella, ella vedova, egli scapolo. Scambiati i saluti, l'ingegnere Gustavo Aldini si avvicino alla stufa.Qui si sta bene. Dai Nocera faceva un freddo.... Vieni di la? Si.... Anzi l'Adelaide m'incarica di dirti che ti rimandera presto quei giornali. Non c'e frettareplico la signora Valeria. Stette un momento soprappensiero; poi soggiunse: E il consigliere e contento d'essere tornato a Venezia? Perche non dovrebb'essere? Il trasloco a Venezia l'ha chiesto lui. Lui o lei? Lui, lui. Tutti gl'impiegati chiedono di tornar nel loro paese. Sara... Se pero i Nocera restavano ancora qualche anno laggiu era meglio. Oh, Valeria.... Un tempo tu volevi molto bene all'Adelaide.... E gliene voglio sempre.... E come una sorella minore per me.... Ma via, tu capisci.... L'ingegnere si porto un dito alla bocca.Zitto.... Non esser cattiva. Parliamo di Diana piuttosto. E al liceo Marcello?""",4.00,5:1|4:0|3:1|2:0|1:0|total:2,1,0,134,Createspace,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1495911799,9781495911798,https://www.goodreads.com/book/show/20835525-i-coniugi-varedo
30031,8877225,The Eye of Dread,Payne Erskine,,3.75,5:0|4:3|3:1|2:0|1:0|total:4,2,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/8877225-the-eye-of-dread
30032,18630842,Nella lotta,Enrico Castelnuovo,<b>Edizione priva di ISBN<br />Edition without ISBN<br />Edición sin ISBN</b>,5.00,5:1|4:0|3:0|2:0|1:0|total:1,0,0,249,Liber Liber,ita,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381069359l/18630842._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381069359l/18630842._SX50_.jpg,,,https://www.goodreads.com/book/show/18630842-nella-lotta
30033,40924955,"Punch, or the London Charivari, Vol. 98, February 8, 1890",F C Burnand,"Punch, or the London Charivari, Vol. 98, February 8, 1890 F. C. (Francis Cowley) Burnand February 8, 1890. UNTILED; OR, THE MODERN ASMODEUS. ""Tr�s volontiers,"" repartit le d�mon. ""Vous aimez les tableaux changeans: je veux vous contenter."" Le Diable Boiteux. XIX. ""A Late Symposium! Yet they're not engaged In compotations. Argument hath raged Four hours by the dial; But zealotry of party, creed, or clique Marks not the clock, whilst of polemic pique There's one unvoided vial."" So smiled the Shade. Dusk coat and gleaming head, Viewed from above, before my gaze outspread Like a black sea bespotted With bare pink peaks of coral isles; all eyes Were fixed on one who reeled out rhapsodies In diction double-shotted. A long and lofty room, with pillars cold, And spacious walls of chocolate and gold; The solid sombre glory Of tint oppressive and of tasteless shine, ... We are delighted to publish this classic book as part of our extensive Classic Library collection. Many of the books in our collection have been out of print for decades, and therefore have not been accessible to the general public. The aim of our publishing program is to facilitate rapid access to this vast reservoir of literature, and our view is that this is a significant literary work, which deserves to be brought back into print after many decades. The contents of the vast majority of titles in the Classic Library have been scanned from the original works. To ensure a high quality product, each title has been meticulously hand curated by our staff. Our philosophy has been guided by a desire to provide the reader with a book that is as close as possible to ownership of the original work. We hope that you will enjoy this wonderful classic work, and that for you it becomes an enriching experience.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,46,Createspace Independent Publishing Platform,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1722693193,9781722693190,https://www.goodreads.com/book/show/40924955-punch-or-the-london-charivari-vol-98-february-8-1890
30034,13349438,I'll Kill You Tomorrow,Helen Huber,"The entities were utterly, ambitiously evil; their line of defense, apparently, was absolutely impregnable.",3.06,5:3|4:8|3:13|2:6|1:3|total:33,29,6,13,ManyBooks,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325370690l/13349438._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325370690l/13349438._SX50_.jpg,,,https://www.goodreads.com/book/show/13349438-i-ll-kill-you-tomorrow
30035,29817085,"Off Course (Off, #4)",Sawyer Bennett,"Listening Length: 7 hrs 20 mins<br /><br />Renner Caldwell has her life perfectly mapped out. She has the ideal relationship, the perfect job, and all is right in her world. When a shameful turn of events happens, she boards the first plane bound for Ireland to lick her wounds and get her head back on straight.<br /><br />Cillian O'Braidagh is the sexy front man to the Irish rock band, Over The Edge. His rising fame and sultry voice make him every woman's fantasy come true. Not to mention his single-minded determination. To put it simply: what Cillian wants, Cillian always gets. And he wants Renner, because there's just something about the flame-haired beauty he has to possess.<br /><br />If their relationship was just about sex and rock n' roll, it would be easy for them to get lost in their desires. Only their relationship is anything but a hook-up. Will lies, deceit, and hidden tragedy get in the way, making the path to true love uncertain? Or will the girl whose been knocked off course find her footing with the man who is teaching her it's okay to lose control?<br /><br />Note from Sawyer Bennett: This book is part of the Off Series but it can be heard as a standalone book. Nothing in the prior or subsequent books will diminish your understanding of this novel. This is a New Adult, Contemporary Romance.",4.17,5:2222|4:2592|3:888|2:115|1:29|total:5846,694,33,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459950653l/29817085._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459950653l/29817085._SY75_.jpg,,,https://www.goodreads.com/book/show/29817085-off-course
