gutenberg_id,goodreads_id,goodreads_title,goodreads_author,goodreads_description,goodreads_average_rating,goodreads_rating_dist,goodreads_ratings_count,goodreads_text_reviews_count,goodreads_num_pages,goodreads_publisher,goodreads_language_code,goodreads_image_url,goodreads_small_image_url,goodreads_isbn,goodreads_isbn_13,goodreads_link
40018,31908490,"Bass, Pike, Perch and Other Game Fishes of America",James A. Henshall,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",4.00,5:1|4:0|3:1|2:0|1:0|total:2,0,0,490,Palala Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1359476466,9781359476463,https://www.goodreads.com/book/show/31908490-bass-pike-perch-and-other-game-fishes-of-america
40019,17943151,The Barren Ground of Northern Canada,Warburton Mayer Pike,"Book Jungle provides classic literature in a modern format. Thousands of historical titles are now readily available to the public. Because of the original condition of many of these historical manuscripts, imperfections are possible. The value of these manuscripts lies in their historical significance and vivid accounts of the world from thousands of authors and storytellers. Book Jungle is proud to bring these rare volumes back into public use and to make them available to everyone.",3.25,5:0|4:2|3:6|2:0|1:0|total:8,4,0,384,Book Jungle,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370221399l/17943151._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370221399l/17943151._SX50_.jpg,1438578547,9781438578545,https://www.goodreads.com/book/show/17943151-the-barren-ground-of-northern-canada
40020,1139452,"Darkmans (Thames Gateway, #3)",Nicola Barker,"If history is just a sick joke, then who exactly is telling it and why? Could it be John Scogin, Edward IV's court jester, whose favourite pastime was to burn people alive? Or is it Andrew Boarde, Henry VIII's physician, who kindly wrote Scogin's biography? This is a modern tale about two familiar subjects - love and jealousy.",3.62,5:485|4:707|3:443|2:227|1:113|total:1975,1523,194,838,Fourth Estate (GB),en-GB,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356131015l/1139452._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356131015l/1139452._SY75_.jpg,0007193629,9780007193622,https://www.goodreads.com/book/show/1139452.Darkmans
40021,28748665,"The History of Chivalry: Or, Knighthood and Its Times Volume 1",Charles  Mills,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",3.00,5:0|4:0|3:2|2:0|1:0|total:2,0,0,442,Palala Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1346765049,9781346765044,https://www.goodreads.com/book/show/28748665-the-history-of-chivalry
40022,20453521,"The History of Chivalry, Volume II (of 2) Or, Knighthood and Its Times",Charles  Mills,,3.00,5:0|4:0|3:2|2:0|1:0|total:2,2,0,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/20453521-the-history-of-chivalry-volume-ii-of-2-or-knighthood-and-its-times
40023,20750294,Monograms & Ciphers,Albert Angus Turbayne,,2.43,5:1|4:0|3:2|2:2|1:2|total:7,7,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/20750294-monograms-ciphers
40024,4903490,Rebecca's Promise (Adams County #1),Jerry S. Eicher,"Readers of Amish fiction will delight in this new series by a veteran author in this popular genre (50,000 Jerry Eicher books sold).<br /><br />Rebecca Keim has just declared her love to John Miller and agreed to become his wife. But she's haunted by her schoolgirl memories of a long ago love—and a promise made and a ring given. Is that memory just a fantasy come back to destroy the beautiful present...or was it real?<br /><br />When Rebecca's mother sends her back to the old home community in Milroy to be with her aunt during and after her childbirth, Rebecca determines to find answers that will resolve her conflicted feelings.<br /><br />Faith, love, and tradition all play a part in Rebecca's divine destiny.",4.27,5:342|4:148|3:89|2:29|1:10|total:618,566,24,260,Harvest House Publishers,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0736926356,9780736926355,https://www.goodreads.com/book/show/4903490-rebecca-s-promise
40026,26241058,"Blackwood's Edinburgh Magazine, Volume 64, No. 398, December 1848",William Blackwood and Sons,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/26241058-blackwood-s-edinburgh-magazine-volume-64-no-398-december-1848
40027,724340,The Scarecrow and Other Stories,G. Ranger Wormser,"Gwendolyn Wormser's stories have languished in an undeserved obscurity for many years, with the single reprinting of any of her tales being in David Hartwell's 1997 anthology Bodies Of The Dead, which included the title story ""The Scarecrow"".",3.58,5:2|4:5|3:3|2:2|1:0|total:12,12,0,285,,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309925860l/724340._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309925860l/724340._SX50_.jpg,0970734913,9780970734914,https://www.goodreads.com/book/show/724340.The_Scarecrow_and_Other_Stories
40028,32401004,Royal English Bookbindings,Cyril 1848-1941 Davenport,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,Wentworth Press,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480156520l/32401004._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480156520l/32401004._SY75_.jpg,1362979317,9781362979319,https://www.goodreads.com/book/show/32401004-royal-english-bookbindings
40029,31034908,"The Gunpowder Plot and Lord Mounteagle's Letter: Being a Proof, with Moral Certitude, of the Authorship of the Document: Together with Some Account of the Whole Thirteen Gunpowder Conspirators, Including Guy Fawkes",Henry Hawkes Spink,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,456,Palala Press,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1356458718,9781356458714,https://www.goodreads.com/book/show/31034908-the-gunpowder-plot-and-lord-mounteagle-s-letter
40030,2556024,The Theory of Heat Radiation (1914),Max Planck,"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book. ++++ The below data was compiled from various identification fields in the bibliographic record of this title. This data is provided as an additional tool in helping to ensure edition identification: ++++ The Theory Of Heat Radiation Max Planck, Morton Masius Blakiston, 1914 Science; Mechanics; Dynamics; Thermodynamics; Electric waves; Gases; Heat; Science / Mechanics / Dynamics / Thermodynamics",4.82,5:9|4:2|3:0|2:0|1:0|total:11,7,0,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382946280l/2556024._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382946280l/2556024._SX50_.jpg,0548629714,9780548629710,https://www.goodreads.com/book/show/2556024.The_Theory_of_Heat_Radiation
40031,22138061,"Nooks and Corners of English Life, Past and Present",John Timbs,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/22138061-nooks-and-corners-of-english-life-past-and-present
40032,29010395,I Am Not Your Perfect Mexican Daughter,Erika L. Sánchez,"Perfect Mexican daughters do not go away to college. And they do not move out of their parents’ house after high school graduation. Perfect Mexican daughters never abandon their family.<br /> <br />But Julia is not your perfect Mexican daughter. That was Olga’s role. <br /> <br />Then a tragic accident on the busiest street in Chicago leaves Olga dead and Julia left behind to reassemble the shattered pieces of her family. And no one seems to acknowledge that Julia is broken, too. Instead, her mother seems to channel her grief into pointing out every possible way Julia has failed.<br /> <br />But it’s not long before Julia discovers that Olga might not have been as perfect as everyone thought. With the help of her best friend Lorena, and her first kiss, first love, first everything boyfriend Connor, Julia is determined to find out. Was Olga really what she seemed? Or was there more to her sister’s story? And either way, how can Julia even attempt to live up to a seemingly impossible ideal?",4.03,5:6317|4:8319|3:3794|2:736|1:170|total:19336,16666,2999,344,Knopf Books for Young Readers,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503003220l/29010395._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503003220l/29010395._SY75_.jpg,1524700487,9781524700485,https://www.goodreads.com/book/show/29010395-i-am-not-your-perfect-mexican-daughter
40033,47624146,The Missing Formula (The Madge Sterling Series Book 1),Ann Wirt,,0.00,5:0|4:0|3:0|2:0|1:0|total:0,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/47624146-the-missing-formula
40034,9032666,The Princess Dehra,John Reed Scott,"For the first time in a generation the Castle of Lotzen was entertaining its lord. He had come suddenly, a month before, and presently there had followed rumors of strange happenings in Dornlitz, in which the Duke had been too intimately concerned to please the King, and as punishment had been banished to his mountain estates. But Lotzenia was far from the Capital and isolated, and the people cared more for their crops and the amount of the tax levy than for the doings of the Court. And so it concerned them very little why the red banner with the golden cross floated from the highest turret of the old pile of stone, on the spur of the mountain overhanging the foaming Dreer. They knew it meant the Duke himself was in presence; but to them there was but one over-lord: the Dalberg, who reigned in Dornlitz; and in him they had all pride-for was not the Dalberg their hereditary chieftain centuries before he was the King! True, the Duke of Lotzen had long been the Heir Presumptive, and so, in the prospective, entitled to their loyalty, but lately there had come from across the Sea a new Dalberg, of the blood of the great Henry, who, it was said, had displaced him in the line of Succession, and was to marry the Princess Dehra.",3.25,5:0|4:2|3:1|2:1|1:0|total:4,3,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,2940005774200,https://www.goodreads.com/book/show/9032666-the-princess-dehra
40035,29057728,Book of Monsters: Portraits and Biographies of a Few of the Inhabitants of Woodland and Meadow,David Fairchild,"Book of Monsters: Portraits and Biographies of a Few of the Inhabitants of Woodland and Meadow by David and Marian Fairchild<br /><br />Copyrighted by National Geographic Society 1914<br /> <br />CONTENTS<br />Introduction<br />How the Monster Photographs Were Taken<br />Chapter 1. The Spider World<br />An Eight Eyed Enemy of the Fly; A Jumping Spider<br />Ready to Pounce on a Fly on the Wing; The Jumping Spider<br />A Jumping Spider Ready to Spring from a Leaf <br />The Wolf-Spider <br />The Cast off Outer Skeleton of a Wolf-Spider <br />The Spiny-bellied Spider Which Builds Nets across the Path <br />The Bird-Dropping Spider, a Creature with Protective Coloring <br />The Aerial Trapper: The Orb-Weaving Spider <br />Orb-Weaver Filled with a Thousand Eggs Which She Lays All At Once <br />A Spider from a Fly’s Point of View <br />The Mother Spider and Her Nest: A Nursery of Little Cannibals<br />A Vagabond Spider <br />The Male Grass Spider <br />The Crab Spider That Lurks around the Nectaries of Flowers <br />A Front View of a Mature Male Spider<br />The Daddy-Long-Legs or Harvestman <br />Chapter 2. The Insect World<br />Straight-Winged Insects <br />The King Grasshopper <br />A Baby Grasshopper<br />A Young Grasshopper’s Skeleton<br />The Grasshopper is Good to Eat<br />A Grasshopper’s Ear Is under Its Wing <br />The Grasshopper’s Hearing Organ <br />The Short-Winged Green Locust <br />The Katydid <br />The Narrow-Winged Katydid<br />A Young Katydid <br />The Cricket on the Hearth <br />The Ground Cricket<br />The Stone or Camel Cricket <br />A Monster of the Underworld: The Mole Cricket <br />The Cockroach <br />A Demon Fly Killer: The Praying Mantis <br />The Order of the Bugs <br />The Squash Bug <br />A Strange-Shaped Bug <br />A Queer, Unworldly Monster <br />The Thread-Legged Bug <br />The Assassin Bug <br />An Assassination <br />The Cicada <br />The Ambush Bug <br />A Bug That Is Always Walking Around <br />The Tarnished Plant Bug <br />The Lantern Fly Bug <br />The Beetles <br />The June Beetle <br />The June Beetle Larva <br />One of the June Bugs or May Beetles <br />One of the Twig-Pruners <br />The Predaceous Ground Beetle <br />The Clover Leaf Weevil <br />The Spotted Vine Chafer in Flight <br />One of the Blister or Cantharides Beetles <br />A Hippopotamus among the Insects <br />One of the Longicorn Beetles <br />An American Scarab <br />The Twelve-Spotted Cucumber Beetle <br />One of the Sawyers <br />Two-Winged Insects <br />The Crane Fly <br />An Insect Hawk: One of the Robber Flies <br />A Robber Fly <br />Another View of the Robber Fly <br />One of the Large Robber Flies <br />One of the Worst of the Robber Flies<br />The Culex Mosquito <br />One of the Harmless Anopheles Mosquitos<br />One of the Bee Flies <br />Another of the Bee Flies<br />Large Syrphid Fly <br />Not a House Fly <br />The Horse Fly <br />A Green-Headed Horse Fly <br />Feathered Insects<br />Larva of the Swallow-Tail Butterfly of the Spice-Bush <br />Fore Part of a Brown Butterfly <br />Yellow Butterfly <br />A Baby of the Skipper Butterfly <br />A Butterfly’s Mummy Case<br />A Moth<br />Not Good to Eat<br />A Hairy Spectacle <br />An Unknown Caterpillar<br />A Caterpillar Devoured by a Fungus <br />Nerve-Winged Insects <br />The Dragon-Fly<br />The Dragon-Fly and Its Victim <br />Dragon-Fly Nymph Masked <br />Dragon-Fly Nymph Unmasked<br />An Abandoned Dragon Case<br />The Damsel Fly <br />The Lace-winged Fly and the Aphis Lion <br />The Winged Ant Lion <br />The Scorpion Fly <br />A Soldier Termi",2.89,5:0|4:3|3:2|2:4|1:0|total:9,0,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/29057728-book-of-monsters
40036,4028323,Tramping With Tramps; Studies And Sketches Of Vagabond Life,Josiah Flynt,,4.43,5:4|4:2|3:1|2:0|1:0|total:7,1,0,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0875851401,9780875851402,https://www.goodreads.com/book/show/4028323-tramping-with-tramps-studies-and-sketches-of-vagabond-life
40037,22082423,Fort Duquesne and Fort Pitt Early Names of Pittsburgh Streets,Daughters of the American Revolution,,3.67,5:1|4:0|3:2|2:0|1:0|total:3,3,1,,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,https://www.goodreads.com/book/show/22082423-fort-duquesne-and-fort-pitt-early-names-of-pittsburgh-streets
